Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons
201411,78724,Multi-Family,12382000
201411,78724,Irrigation - Multi-Family,160200
201411,78724,Irrigation - Residential,21200
201411,78725,Multi-Family,178200
201411,78725,Residential,2564300
201411,78726,Residential,18488400
201411,78726,Irrigation - Multi-Family,4730300
201411,78726,Irrigation - Residential,11100
201411,78726,Multi-Family,12009700
201411,78727,Irrigation - Residential,16800
201411,78727,Irrigation - Multi-Family,2905500
201411,78727,Multi-Family,20058400
201411,78727,Residential,39025300
201411,78728,Irrigation - Multi-Family,1510500
201411,78728,Multi-Family,7204400
201411,78728,Residential,4776100
201411,78729,Irrigation - Residential,5300
201411,78729,Multi-Family,19562900
201411,78729,Irrigation - Multi-Family,3779000
201411,78729,Residential,22742900
201411,78730,Irrigation - Residential,146800
201411,78730,Irrigation - Multi-Family,1100200
201411,78730,Multi-Family,4673700
201411,78730,Residential,31295700
201411,78731,Residential,65462600
201411,78731,Irrigation - Multi-Family,759900
201411,78731,Multi-Family,18807100
201411,78731,Irrigation - Residential,367100
201411,78732,Residential,646800
201411,78733,Residential,49100
201411,78735,Multi-Family,8907100
201411,78735,Residential,22209200
201411,78735,Irrigation - Multi-Family,915800
201411,78736,Multi-Family,2370900
201411,78736,Irrigation - Residential,23100
201411,78736,Residential,13032400
201411,78736,Irrigation - Multi-Family,274300
201411,78737,Residential,7605900
201411,78737,Irrigation - Residential,8600
201411,78738,Residential,6700
201411,78739,Residential,53838300
201411,78741,Irrigation - Multi-Family,2352200
201411,78741,Multi-Family,82608000
201411,78741,Residential,17756400
201411,78741,Irrigation - Residential,8400
201411,78742,Multi-Family,787100
201411,78742,Residential,481100
201411,78744,Multi-Family,25953700
201411,78744,Irrigation - Multi-Family,1420200
201411,78744,Residential,46661800
201411,78744,Irrigation - Residential,25600
201411,78745,Multi-Family,31100600
201411,78745,Irrigation - Multi-Family,3036700
201411,78745,Irrigation - Residential,97300
201411,78745,Residential,70957100
201411,78746,Multi-Family,12862200
201411,78746,Residential,34570800
201411,78746,Irrigation - Residential,288900
201411,78746,Irrigation - Multi-Family,654400
201411,78747,Residential,24404700
201411,78747,Multi-Family,7698500
201411,78747,Irrigation - Multi-Family,725300
201411,78747,Irrigation - Residential,75300
201411,78748,Multi-Family,18976800
201411,78748,Irrigation - Residential,25200
201411,78748,Residential,65482000
201411,78748,Irrigation - Multi-Family,6667600
201411,78749,Irrigation - Residential,42800
201411,78749,Irrigation - Multi-Family,4904900
201411,78749,Residential,65370000
201411,78749,Multi-Family,16738500
201411,78750,Irrigation - Residential,2800
201411,78750,Residential,56127200
201411,78750,Multi-Family,15538900
201411,78750,Irrigation - Multi-Family,1950600
201411,78751,Irrigation - Multi-Family,513200
201411,78751,Residential,16414400
201411,78751,Irrigation - Residential,94300
201411,78751,Multi-Family,12742700
201411,78752,Irrigation - Multi-Family,26400
201411,78752,Residential,12231600
201411,78752,Multi-Family,17947800
201411,78753,Multi-Family,50195200
201411,78753,Irrigation - Multi-Family,3671400
201411,78753,Irrigation - Residential,1600
201411,78753,Residential,38677400
201411,78754,Irrigation - Multi-Family,1615100
201411,78754,Irrigation - Residential,24800
201411,78754,Multi-Family,16548200
201411,78754,Residential,20699300
201411,78756,Irrigation - Multi-Family,344500
201411,78756,Irrigation - Residential,49000
201411,78756,Multi-Family,6891600
201411,78756,Residential,11766800
201411,78757,Irrigation - Residential,23000
201411,78757,Multi-Family,14468300
201411,78757,Irrigation - Multi-Family,384400
201411,78757,Residential,33757400
201411,78758,Irrigation - Multi-Family,2723200
201411,78758,Residential,39631500
201411,78758,Multi-Family,52880000
201411,78758,Irrigation - Residential,31400
201411,78759,Irrigation - Multi-Family,1334200
201411,78759,Irrigation - Residential,113800
201411,78759,Multi-Family,34512300
201411,78759,Residential,69067400
201412,78613,Multi-Family,975800
201412,78613,Irrigation - Multi-Family,239800
201412,78617,Multi-Family,3127600
201412,78617,Residential,19189300
201412,78617,Irrigation - Residential,4900
201412,78652,Multi-Family,44400
201412,78652,Irrigation - Residential,78700
201412,78652,Residential,769700
201412,78653,Multi-Family,160300
201412,78653,Residential,1777500
201412,78660,Irrigation - Multi-Family,43900
201412,78660,Multi-Family,4082800
201412,78660,Residential,7398600
201412,78660,Irrigation - Residential,10000
201412,78701,Residential,765600
201412,78701,Irrigation - Multi-Family,334400
201412,78701,Irrigation - Residential,16800
201412,78701,Multi-Family,13500900
201412,78702,Residential,23797200
201412,78702,Multi-Family,10530400
201412,78702,Irrigation - Multi-Family,551700
201412,78702,Irrigation - Residential,18200
201412,78703,Irrigation - Residential,552600
201412,78703,Residential,41759200
201412,78703,Irrigation - Multi-Family,696700
201412,78703,Multi-Family,12680000
201412,78704,Irrigation - Multi-Family,986600
201412,78704,Residential,37828400
201412,78704,Multi-Family,45823200
201412,78704,Irrigation - Residential,105800
201412,78705,Residential,8277300
201412,78705,Irrigation - Multi-Family,571100
201412,78705,Multi-Family,34425400
201412,78705,Irrigation - Residential,32900
201412,78717,Residential,23275500
201412,78717,Irrigation - Multi-Family,2343800
201412,78717,Irrigation - Residential,4200
201412,78717,Multi-Family,9632900
201412,78719,Multi-Family,432900
201412,78719,Residential,1444100
201412,78721,Irrigation - Residential,4100
201412,78721,Residential,13042800
201412,78721,Irrigation - Multi-Family,7000
201412,78721,Multi-Family,4795900
201412,78722,Multi-Family,2783200
201412,78722,Irrigation - Multi-Family,57600
201412,78722,Residential,7302400
201412,78723,Irrigation - Multi-Family,184700
201412,78723,Residential,29842900
201412,78723,Irrigation - Residential,
201412,78723,Multi-Family,22526400
201412,78724,Irrigation - Residential,13500
201412,78724,Multi-Family,12069900
201412,78724,Irrigation - Multi-Family,88500
201412,78724,Residential,18417600
201412,78725,Residential,2245200
201412,78725,Multi-Family,147800
201412,78726,Irrigation - Residential,2200
201412,78726,Irrigation - Multi-Family,2639800
201412,78726,Residential,13139500
201412,78726,Multi-Family,10665200
201412,78727,Irrigation - Multi-Family,2439000
201412,78727,Irrigation - Residential,3500
201412,78727,Multi-Family,19996900
201412,78727,Residential,29936000
201412,78728,Irrigation - Residential,1600
201412,78728,Multi-Family,6991300
201412,78728,Irrigation - Multi-Family,1110600
201412,78728,Residential,3941500
201412,78729,Irrigation - Multi-Family,2367900
201412,78729,Irrigation - Residential,4900
201412,78729,Residential,18106800
201412,78729,Multi-Family,20083600
201412,78730,Irrigation - Residential,83400
201412,78730,Residential,18436400
201412,78730,Irrigation - Multi-Family,936500
201412,78730,Multi-Family,4112900
201412,78731,Irrigation - Multi-Family,647600
201412,78731,Irrigation - Residential,250600
201412,78731,Residential,48633500
201412,78731,Multi-Family,17470200
201412,78732,Residential,649100
201412,78733,Residential,42800
201412,78735,Irrigation - Multi-Family,262800
201412,78735,Multi-Family,7922300
201412,78735,Residential,14925500
201412,78736,Irrigation - Residential,22800
201412,78736,Irrigation - Multi-Family,132500
201412,78736,Multi-Family,1994000
201412,78736,Residential,9576700
201412,78737,Irrigation - Residential,5300
201412,78737,Residential,4639600
201412,78738,Residential,5400
201412,78739,Residential,32679200
201412,78741,Irrigation - Multi-Family,1855100
201412,78741,Irrigation - Residential,3600
201412,78741,Multi-Family,79524200
201412,78741,Residential,16762900
201412,78742,Multi-Family,738100
201412,78742,Residential,449700
201412,78744,Multi-Family,26074400
201412,78744,Irrigation - Multi-Family,1199600
201412,78744,Irrigation - Residential,24000
201412,78744,Residential,43978600
201412,78745,Irrigation - Multi-Family,2313700
201412,78745,Irrigation - Residential,37400
201412,78745,Multi-Family,30086700
201412,78745,Residential,62740900
201412,78746,Multi-Family,11244200
201412,78746,Irrigation - Multi-Family,311500
201412,78746,Residential,27551000
201412,78746,Irrigation - Residential,155500
201412,78747,Multi-Family,7020400
201412,78747,Irrigation - Residential,41100
201412,78747,Irrigation - Multi-Family,334000
201412,78747,Residential,20314700
201412,78748,Irrigation - Residential,15700
201412,78748,Residential,56029600
201412,78748,Multi-Family,17396400
201412,78748,Irrigation - Multi-Family,2714900
201412,78749,Irrigation - Residential,44200
201412,78749,Residential,48180100
201412,78749,Multi-Family,17142500
201412,78749,Irrigation - Multi-Family,3101000
201412,78750,Irrigation - Residential,
201412,78750,Irrigation - Multi-Family,1024800
201412,78750,Multi-Family,14822000
201412,78750,Residential,40181700
201412,78751,Irrigation - Residential,36900
201412,78751,Residential,14008900
201412,78751,Multi-Family,12057200
201412,78751,Irrigation - Multi-Family,264900
201412,78752,Residential,10680900
201412,78752,Irrigation - Multi-Family,42300
201412,78752,Multi-Family,17220400
201412,78753,Irrigation - Multi-Family,2799200
201412,78753,Irrigation - Residential,1800
201412,78753,Residential,36271500
201412,78753,Multi-Family,47800400
201412,78754,Irrigation - Multi-Family,694200
201412,78754,Residential,18280700
201412,78754,Multi-Family,14338800
201412,78754,Irrigation - Residential,20500
201412,78756,Multi-Family,6553400
201412,78756,Residential,9534300
201412,78756,Irrigation - Residential,31800
201412,78756,Irrigation - Multi-Family,301400
201412,78757,Irrigation - Multi-Family,127200
201412,78757,Irrigation - Residential,5200
201412,78757,Multi-Family,13887800
201412,78757,Residential,27669700
201412,78758,Irrigation - Multi-Family,1575000
201412,78758,Multi-Family,51072000
201412,78758,Irrigation - Residential,11000
201412,78758,Residential,36205100
201412,78759,Multi-Family,31521600
201412,78759,Irrigation - Residential,30200
201412,78759,Residential,48440000
201412,78759,Irrigation - Multi-Family,601700
201501,78613,Multi-Family,1083400
201501,78613,Irrigation - Multi-Family,86300
201501,78617,Multi-Family,3470600
201501,78617,Irrigation - Residential,6600
201501,78617,Residential,20347600
201501,78652,Residential,905600
201501,78652,Multi-Family,35900
201501,78652,Irrigation - Residential,82200
201501,78653,Multi-Family,206400
201501,78653,Residential,1997800
201501,78660,Multi-Family,4708100
201501,78660,Irrigation - Residential,9600
201501,78660,Irrigation - Multi-Family,
201501,78660,Residential,9595400
201501,78701,Irrigation - Multi-Family,636300
201501,78701,Irrigation - Residential,20900
201501,78701,Multi-Family,14459000
201501,78701,Residential,784400
201501,78702,Irrigation - Multi-Family,523000
201501,78702,Residential,26975500
201501,78702,Multi-Family,10811500
201501,78702,Irrigation - Residential,38200
201501,78703,Irrigation - Residential,415000
201501,78703,Multi-Family,13782500
201501,78703,Residential,44526900
201501,78703,Irrigation - Multi-Family,679900
201501,78704,Irrigation - Multi-Family,692200
201501,78704,Multi-Family,50321200
201501,78704,Residential,41614900
201501,78704,Irrigation - Residential,156700
201501,78705,Irrigation - Residential,24500
201501,78705,Residential,8179300
201501,78705,Irrigation - Multi-Family,462000
201501,78705,Multi-Family,30411900
201501,78717,Irrigation - Multi-Family,1619000
201501,78717,Residential,25159700
201501,78717,Multi-Family,9685200
201501,78717,Irrigation - Residential,5900
201501,78719,Residential,1596200
201501,78719,Multi-Family,510900
201501,78721,Irrigation - Residential,3600
201501,78721,Irrigation - Multi-Family,26000
201501,78721,Residential,14454400
201501,78721,Multi-Family,5085900
201501,78722,Multi-Family,2936600
201501,78722,Residential,7779500
201501,78722,Irrigation - Multi-Family,25400
201501,78723,Irrigation - Residential,
201501,78723,Irrigation - Multi-Family,152100
201501,78723,Multi-Family,24941300
201501,78723,Residential,35323900
201501,78724,Irrigation - Residential,17300
201501,78724,Multi-Family,13847100
201501,78724,Irrigation - Multi-Family,50100
201501,78724,Residential,21194100
201501,78725,Multi-Family,172900
201501,78725,Residential,2580000
201501,78726,Irrigation - Multi-Family,2019000
201501,78726,Irrigation - Residential,6000
201501,78726,Multi-Family,14602400
201501,78726,Residential,13627700
201501,78727,Irrigation - Residential,
201501,78727,Irrigation - Multi-Family,1031900
201501,78727,Multi-Family,22021800
201501,78727,Residential,35442700
201501,78728,Irrigation - Multi-Family,903300
201501,78728,Multi-Family,7488500
201501,78728,Irrigation - Residential,3000
201501,78728,Residential,4567900
201501,78729,Irrigation - Multi-Family,1496600
201501,78729,Residential,19458800
201501,78729,Irrigation - Residential,3100
201501,78729,Multi-Family,21902100
201501,78730,Irrigation - Multi-Family,207100
201501,78730,Multi-Family,4668100
201501,78730,Irrigation - Residential,113200
201501,78730,Residential,16299300
201501,78731,Residential,47424700
201501,78731,Irrigation - Multi-Family,649400
201501,78731,Multi-Family,18416100
201501,78731,Irrigation - Residential,186000
201501,78732,Residential,644400
201501,78733,Residential,50700
201501,78735,Multi-Family,8168700
201501,78735,Irrigation - Multi-Family,341400
201501,78735,Residential,14776700
201501,78736,Irrigation - Multi-Family,104200
201501,78736,Multi-Family,2205600
201501,78736,Residential,9906600
201501,78736,Irrigation - Residential,20700
201501,78737,Irrigation - Residential,6700
201501,78737,Residential,5109300
201501,78738,Residential,7700
201501,78739,Residential,32201200
201501,78741,Residential,18085400
201501,78741,Irrigation - Residential,4500
201501,78741,Multi-Family,82833000
201501,78741,Irrigation - Multi-Family,1423500
201501,78742,Multi-Family,808000
201501,78742,Residential,528700
201501,78744,Irrigation - Multi-Family,820600
201501,78744,Multi-Family,27468600
201501,78744,Residential,47858700
201501,78744,Irrigation - Residential,28900
201501,78745,Multi-Family,32562700
201501,78745,Irrigation - Multi-Family,1628400
201501,78745,Irrigation - Residential,27100
201501,78745,Residential,68857800
201501,78746,Irrigation - Residential,175500
201501,78746,Residential,31952800
201501,78746,Multi-Family,11471900
201501,78746,Irrigation - Multi-Family,229600
201501,78747,Multi-Family,7527400
201501,78747,Irrigation - Multi-Family,124200
201501,78747,Irrigation - Residential,
201501,78747,Residential,20910100
201501,78748,Irrigation - Multi-Family,2156500
201501,78748,Residential,59509800
201501,78748,Multi-Family,18911000
201501,78748,Irrigation - Residential,15900
201501,78749,Irrigation - Multi-Family,1527700
201501,78749,Multi-Family,19213600
201501,78749,Residential,50902800
201501,78749,Irrigation - Residential,22000
201501,78750,Multi-Family,16711300
201501,78750,Residential,42023100
201501,78750,Irrigation - Residential,
201501,78750,Irrigation - Multi-Family,874000
201501,78751,Irrigation - Multi-Family,443500
201501,78751,Residential,14964100
201501,78751,Multi-Family,11893700
201501,78751,Irrigation - Residential,19400
201501,78752,Multi-Family,20098300
201501,78752,Residential,12140300
201501,78752,Irrigation - Multi-Family,31400
201501,78753,Irrigation - Residential,2600
201501,78753,Irrigation - Multi-Family,2319700
201501,78753,Multi-Family,54085000
201501,78753,Residential,41004400
201501,78754,Residential,22054900
201501,78754,Multi-Family,16758600
201501,78754,Irrigation - Residential,21100
201501,78754,Irrigation - Multi-Family,749900
201501,78756,Irrigation - Residential,49100
201501,78756,Multi-Family,6872800
201501,78756,Residential,9438000
201501,78756,Irrigation - Multi-Family,283800
201501,78757,Residential,29944100
201501,78757,Irrigation - Residential,12900
201501,78757,Multi-Family,15078800
201501,78757,Irrigation - Multi-Family,104600
201501,78758,Irrigation - Residential,16200
201501,78758,Multi-Family,56593200
201501,78758,Residential,43694800
201501,78758,Irrigation - Multi-Family,1032400
201501,78759,Irrigation - Multi-Family,293400
201501,78759,Multi-Family,33612300
201501,78759,Irrigation - Residential,25000
201501,78759,Residential,53917400
201502,78613,Irrigation - Multi-Family,228900
201502,78613,Multi-Family,921000
201502,78617,Multi-Family,2764500
201502,78617,Residential,17028400
201502,78617,Irrigation - Residential,5800
201502,78652,Irrigation - Residential,73100
201502,78652,Multi-Family,30400
201502,78652,Residential,784400
201502,78653,Multi-Family,93000
201502,78653,Residential,1562900
201502,78660,Irrigation - Multi-Family,17300
201502,78660,Irrigation - Residential,6200
201502,78660,Multi-Family,3713100
201502,78660,Residential,6489900
201502,78701,Multi-Family,12665000
201502,78701,Irrigation - Residential,16500
201502,78701,Residential,643100
201502,78701,Irrigation - Multi-Family,607700
201502,78702,Residential,21555100
201502,78702,Irrigation - Multi-Family,434100
201502,78702,Multi-Family,9287200
201502,78702,Irrigation - Residential,19000
201502,78703,Irrigation - Multi-Family,350100
201502,78703,Irrigation - Residential,268300
201502,78703,Residential,31463500
201502,78703,Multi-Family,15351400
201502,78704,Residential,32867800
201502,78704,Multi-Family,44938500
201502,78704,Irrigation - Multi-Family,346700
201502,78704,Irrigation - Residential,46700
201502,78705,Irrigation - Residential,28200
201502,78705,Irrigation - Multi-Family,335500
201502,78705,Residential,7267700
201502,78705,Multi-Family,31821900
201502,78717,Multi-Family,9440800
201502,78717,Irrigation - Multi-Family,1312100
201502,78717,Irrigation - Residential,22700
201502,78717,Residential,20570300
201502,78719,Multi-Family,491400
201502,78719,Residential,1253000
201502,78721,Irrigation - Multi-Family,
201502,78721,Residential,11646200
201502,78721,Irrigation - Residential,3800
201502,78721,Multi-Family,4387600
201502,78722,Multi-Family,2215300
201502,78722,Residential,6613500
201502,78722,Irrigation - Multi-Family,3100
201502,78723,Irrigation - Multi-Family,75200
201502,78723,Multi-Family,20754500
201502,78723,Residential,26627300
201502,78723,Irrigation - Residential,200
201502,78724,Irrigation - Multi-Family,32800
201502,78724,Multi-Family,11139400
201502,78724,Residential,16817500
201502,78724,Irrigation - Residential,13800
201502,78725,Residential,2341100
201502,78725,Multi-Family,132200
201502,78726,Multi-Family,10364900
201502,78726,Residential,10243100
201502,78726,Irrigation - Residential,2400
201502,78726,Irrigation - Multi-Family,1369500
201502,78727,Residential,26600900
201502,78727,Irrigation - Residential,8200
201502,78727,Multi-Family,18024600
201502,78727,Irrigation - Multi-Family,864800
201502,78728,Residential,3521600
201502,78728,Irrigation - Residential,2300
201502,78728,Multi-Family,6706000
201502,78728,Irrigation - Multi-Family,628500
201502,78729,Multi-Family,16447000
201502,78729,Irrigation - Residential,1400
201502,78729,Irrigation - Multi-Family,1187000
201502,78729,Residential,15608000
201502,78730,Multi-Family,3779800
201502,78730,Irrigation - Multi-Family,146500
201502,78730,Residential,12108700
201502,78730,Irrigation - Residential,57700
201502,78731,Multi-Family,15992200
201502,78731,Residential,36421700
201502,78731,Irrigation - Residential,167500
201502,78731,Irrigation - Multi-Family,176200
201502,78732,Residential,424600
201502,78733,Residential,21000
201502,78735,Residential,12162900
201502,78735,Multi-Family,7474500
201502,78735,Irrigation - Multi-Family,194700
201502,78736,Irrigation - Residential,17700
201502,78736,Residential,8311500
201502,78736,Irrigation - Multi-Family,48200
201502,78736,Multi-Family,1982000
201502,78737,Residential,4237100
201502,78737,Irrigation - Residential,4400
201502,78738,Residential,5500
201502,78739,Residential,25470600
201502,78739,Irrigation - Multi-Family,17500
201502,78741,Irrigation - Multi-Family,892000
201502,78741,Residential,14965000
201502,78741,Irrigation - Residential,3600
201502,78741,Multi-Family,71951200
201502,78742,Residential,499100
201502,78742,Multi-Family,589500
201502,78744,Multi-Family,24482400
201502,78744,Irrigation - Residential,24000
201502,78744,Residential,40641100
201502,78744,Irrigation - Multi-Family,461800
201502,78745,Residential,57408000
201502,78745,Multi-Family,27384400
201502,78745,Irrigation - Multi-Family,1000600
201502,78745,Irrigation - Residential,23800
201502,78746,Irrigation - Residential,101900
201502,78746,Multi-Family,9466900
201502,78746,Irrigation - Multi-Family,113800
201502,78746,Residential,23477100
201502,78747,Irrigation - Residential,2000
201502,78747,Residential,17472900
201502,78747,Multi-Family,6375800
201502,78747,Irrigation - Multi-Family,262000
201502,78748,Multi-Family,16595700
201502,78748,Residential,49797500
201502,78748,Irrigation - Multi-Family,1468200
201502,78748,Irrigation - Residential,18000
201502,78749,Irrigation - Multi-Family,1115900
201502,78749,Irrigation - Residential,15800
201502,78749,Residential,41644600
201502,78749,Multi-Family,15967200
201502,78750,Residential,33597100
201502,78750,Irrigation - Residential,
201502,78750,Irrigation - Multi-Family,617300
201502,78750,Multi-Family,13978300
201502,78751,Multi-Family,11299800
201502,78751,Irrigation - Residential,9700
201502,78751,Irrigation - Multi-Family,362600
201502,78751,Residential,12493300
201502,78752,Multi-Family,16271800
201502,78752,Residential,10229900
201502,78752,Irrigation - Multi-Family,30500
201502,78753,Irrigation - Multi-Family,668300
201502,78753,Irrigation - Residential,1300
201502,78753,Multi-Family,44430200
201502,78753,Residential,32064000
201502,78754,Irrigation - Multi-Family,920000
201502,78754,Irrigation - Residential,8400
201502,78754,Multi-Family,13712100
201502,78754,Residential,16292300
201502,78756,Irrigation - Multi-Family,164900
201502,78756,Residential,7936100
201502,78756,Multi-Family,6139500
201502,78756,Irrigation - Residential,29400
201502,78757,Irrigation - Residential,13300
201502,78757,Multi-Family,12513800
201502,78757,Irrigation - Multi-Family,69800
201502,78757,Residential,23925700
201502,78758,Residential,32262000
201502,78758,Irrigation - Multi-Family,799400
201502,78758,Irrigation - Residential,19400
201502,78758,Multi-Family,46373300
201502,78759,Irrigation - Residential,15400
201502,78759,Irrigation - Multi-Family,286100
201502,78759,Residential,39072800
201502,78759,Multi-Family,29337100
201503,78613,Irrigation - Multi-Family,140500
201503,78613,Multi-Family,979900
201503,78617,Irrigation - Residential,5900
201503,78617,Multi-Family,3271800
201503,78617,Residential,18354000
201503,78652,Residential,889300
201503,78652,Irrigation - Residential,83800
201503,78652,Multi-Family,35400
201503,78653,Multi-Family,172000
201503,78653,Residential,1724100
201503,78660,Irrigation - Multi-Family,
201503,78660,Multi-Family,4108100
201503,78660,Residential,7100200
201503,78660,Irrigation - Residential,6600
201503,78701,Residential,778800
201503,78701,Irrigation - Residential,16800
201503,78701,Multi-Family,14745800
201503,78701,Irrigation - Multi-Family,1094700
201503,78702,Irrigation - Multi-Family,462200
201503,78702,Irrigation - Residential,18500
201503,78702,Multi-Family,9411500
201503,78702,Residential,23112000
201503,78703,Irrigation - Multi-Family,376800
201503,78703,Irrigation - Residential,356000
201503,78703,Multi-Family,13076600
201503,78703,Residential,34954800
201503,78704,Residential,37290400
201503,78704,Irrigation - Multi-Family,354500
201503,78704,Irrigation - Residential,105900
201503,78704,Multi-Family,46025600
201503,78705,Irrigation - Multi-Family,291400
201503,78705,Multi-Family,41672000
201503,78705,Residential,7734700
201503,78705,Irrigation - Residential,27300
201503,78717,Residential,21198000
201503,78717,Irrigation - Multi-Family,2210000
201503,78717,Irrigation - Residential,14600
201503,78717,Multi-Family,14804900
201503,78719,Multi-Family,392600
201503,78719,Residential,1286600
201503,78721,Multi-Family,4503900
201503,78721,Irrigation - Multi-Family,8800
201503,78721,Residential,12498400
201503,78721,Irrigation - Residential,5900
201503,78722,Multi-Family,2545700
201503,78722,Irrigation - Multi-Family,7000
201503,78722,Irrigation - Residential,
201503,78722,Residential,7217800
201503,78723,Irrigation - Residential,400
201503,78723,Multi-Family,24470800
201503,78723,Residential,31658000
201503,78723,Irrigation - Multi-Family,143800
201503,78724,Residential,17887900
201503,78724,Irrigation - Multi-Family,58900
201503,78724,Irrigation - Residential,14800
201503,78724,Multi-Family,11790400
201503,78725,Multi-Family,147500
201503,78725,Residential,2365900
201503,78726,Residential,11053600
201503,78726,Irrigation - Multi-Family,2146000
201503,78726,Irrigation - Residential,5900
201503,78726,Multi-Family,15135600
201503,78727,Irrigation - Residential,
201503,78727,Irrigation - Multi-Family,947300
201503,78727,Residential,28295600
201503,78727,Multi-Family,19473700
201503,78728,Residential,4427600
201503,78728,Irrigation - Multi-Family,425400
201503,78728,Multi-Family,6603000
201503,78728,Irrigation - Residential,4400
201503,78729,Multi-Family,23498500
201503,78729,Irrigation - Multi-Family,1078000
201503,78729,Irrigation - Residential,1400
201503,78729,Residential,19509500
201503,78730,Irrigation - Multi-Family,225000
201503,78730,Residential,16125200
201503,78730,Irrigation - Residential,65200
201503,78730,Multi-Family,5510000
201503,78731,Irrigation - Multi-Family,124300
201503,78731,Residential,38260800
201503,78731,Irrigation - Residential,159000
201503,78731,Multi-Family,17781200
201503,78732,Residential,439600
201503,78733,Residential,21700
201503,78735,Irrigation - Multi-Family,381500
201503,78735,Multi-Family,8078000
201503,78735,Residential,13923600
201503,78736,Irrigation - Multi-Family,322300
201503,78736,Irrigation - Residential,15800
201503,78736,Multi-Family,2671900
201503,78736,Residential,9697500
201503,78737,Residential,4382100
201503,78737,Irrigation - Residential,6300
201503,78738,Residential,10000
201503,78739,Irrigation - Multi-Family,35100
201503,78739,Residential,26793000
201503,78741,Irrigation - Residential,3900
201503,78741,Multi-Family,74538600
201503,78741,Irrigation - Multi-Family,983500
201503,78741,Residential,15293500
201503,78742,Residential,556700
201503,78742,Multi-Family,572000
201503,78744,Irrigation - Residential,24800
201503,78744,Residential,42135400
201503,78744,Irrigation - Multi-Family,393100
201503,78744,Multi-Family,27624200
201503,78745,Irrigation - Multi-Family,1294100
201503,78745,Residential,60899900
201503,78745,Multi-Family,28920600
201503,78745,Irrigation - Residential,28100
201503,78746,Residential,24411000
201503,78746,Irrigation - Multi-Family,78800
201503,78746,Multi-Family,9745100
201503,78746,Irrigation - Residential,100500
201503,78747,Irrigation - Multi-Family,82700
201503,78747,Irrigation - Residential,
201503,78747,Residential,19027600
201503,78747,Multi-Family,6517200
201503,78748,Irrigation - Multi-Family,1010300
201503,78748,Multi-Family,17138800
201503,78748,Residential,52802900
201503,78748,Irrigation - Residential,7700
201503,78749,Residential,44691900
201503,78749,Irrigation - Multi-Family,1774100
201503,78749,Multi-Family,17049900
201503,78749,Irrigation - Residential,20400
201503,78750,Irrigation - Residential,1200
201503,78750,Irrigation - Multi-Family,750700
201503,78750,Multi-Family,17565500
201503,78750,Residential,50221000
201503,78751,Irrigation - Residential,25700
201503,78751,Irrigation - Multi-Family,340600
201503,78751,Residential,13114500
201503,78751,Multi-Family,12647300
201503,78752,Multi-Family,17482900
201503,78752,Residential,10582800
201503,78752,Irrigation - Multi-Family,29200
201503,78753,Irrigation - Residential,1900
201503,78753,Multi-Family,46528200
201503,78753,Residential,34678000
201503,78753,Irrigation - Multi-Family,874700
201503,78754,Irrigation - Residential,11100
201503,78754,Irrigation - Multi-Family,249700
201503,78754,Multi-Family,14248800
201503,78754,Residential,17462300
201503,78756,Irrigation - Multi-Family,122300
201503,78756,Multi-Family,6721900
201503,78756,Irrigation - Residential,21600
201503,78756,Residential,8576700
201503,78757,Irrigation - Residential,7300
201503,78757,Irrigation - Multi-Family,71200
201503,78757,Residential,26076600
201503,78757,Multi-Family,15223400
201503,78758,Residential,36895000
201503,78758,Irrigation - Multi-Family,963900
201503,78758,Irrigation - Residential,31100
201503,78758,Multi-Family,50274000
201503,78759,Residential,47057400
201503,78759,Irrigation - Multi-Family,361500
201503,78759,Multi-Family,35490300
201503,78759,Irrigation - Residential,25300
201504,78613,Irrigation - Multi-Family,593800
201504,78613,Multi-Family,1094800
201504,78617,Irrigation - Residential,6400
201504,78617,Multi-Family,2990800
201504,78617,Residential,18315000
201504,78652,Multi-Family,29600
201504,78652,Residential,1268000
201504,78652,Irrigation - Residential,83300
201504,78653,Multi-Family,157600
201504,78653,Residential,1721500
201504,78660,Irrigation - Residential,9400
201504,78660,Irrigation - Multi-Family,14300
201504,78660,Multi-Family,3864600
201504,78660,Residential,7428200
201504,78701,Residential,805500
201504,78701,Irrigation - Multi-Family,751600
201504,78701,Irrigation - Residential,16700
201504,78701,Multi-Family,13784700
201504,78702,Irrigation - Multi-Family,484500
201504,78702,Multi-Family,10997900
201504,78702,Irrigation - Residential,18100
201504,78702,Residential,23950600
201504,78703,Irrigation - Multi-Family,418800
201504,78703,Residential,39866300
201504,78703,Irrigation - Residential,643300
201504,78703,Multi-Family,13345700
201504,78704,Irrigation - Residential,106900
201504,78704,Multi-Family,47215600
201504,78704,Irrigation - Multi-Family,934800
201504,78704,Residential,39082400
201504,78705,Irrigation - Multi-Family,263700
201504,78705,Irrigation - Residential,24800
201504,78705,Multi-Family,36297600
201504,78705,Residential,8154700
201504,78717,Irrigation - Multi-Family,3901200
201504,78717,Residential,29662800
201504,78717,Irrigation - Residential,22400
201504,78717,Multi-Family,10241400
201504,78719,Multi-Family,472000
201504,78719,Residential,1478900
201504,78721,Multi-Family,4338200
201504,78721,Irrigation - Residential,4600
201504,78721,Irrigation - Multi-Family,20200
201504,78721,Residential,12477900
201504,78722,Multi-Family,2604600
