Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons
201604,78758,Irrigation - Residential,17300
201604,78758,Multi-Family,53084400
201604,78759,Irrigation - Residential,63600
201604,78759,Multi-Family,32921100
201604,78759,Irrigation - Multi-Family,650900
201604,78759,Residential,52054600
201605,78613,Multi-Family,1917100
201605,78613,Irrigation - Multi-Family,874900
201605,78617,Residential,17531000
201605,78617,Irrigation - Residential,5400
201605,78617,Multi-Family,3600800
201605,78652,Multi-Family,25400
201605,78652,Irrigation - Residential,72500
201605,78652,Residential,2021900
201605,78653,Residential,2068200
201605,78653,Multi-Family,109800
201605,78660,Irrigation - Multi-Family,1145600
201605,78660,Irrigation - Residential,32500
201605,78660,Multi-Family,4521200
201605,78660,Residential,6814900
201605,78701,Multi-Family,14425800
201605,78701,Irrigation - Multi-Family,640300
201605,78701,Irrigation - Residential,17200
201605,78701,Residential,798700
201605,78702,Multi-Family,10567100
201605,78702,Irrigation - Multi-Family,708600
201605,78702,Residential,22540200
201605,78702,Irrigation - Residential,18900
201605,78703,Irrigation - Multi-Family,363600
201605,78703,Irrigation - Residential,505000
201605,78703,Residential,38389300
201605,78703,Multi-Family,13093900
201605,78704,Irrigation - Multi-Family,2472800
201605,78704,Irrigation - Residential,177800
201605,78704,Multi-Family,49987000
201605,78704,Residential,36979600
201605,78705,Irrigation - Residential,54700
201605,78705,Multi-Family,38105500
201605,78705,Irrigation - Multi-Family,769600
201605,78705,Residential,7983700
201605,78717,Irrigation - Residential,25100
201605,78717,Multi-Family,11417000
201605,78717,Irrigation - Multi-Family,4385000
201605,78717,Residential,27438300
201605,78719,Multi-Family,348100
201605,78719,Residential,1646600
201605,78721,Irrigation - Residential,3700
201605,78721,Irrigation - Multi-Family,82000
201605,78721,Multi-Family,4434600
201605,78721,Residential,11928100
201605,78722,Irrigation - Residential,
201605,78722,Multi-Family,2894000
201605,78722,Residential,6910500
201605,78722,Irrigation - Multi-Family,70200
201605,78723,Residential,28790400
201605,78723,Multi-Family,22456700
201605,78723,Irrigation - Multi-Family,175600
201605,78723,Irrigation - Residential,5400
201605,78724,Residential,17970100
201605,78724,Irrigation - Residential,21300
201605,78724,Irrigation - Multi-Family,11000
201605,78724,Multi-Family,11828400
201605,78725,Multi-Family,153800
201605,78725,Irrigation - Residential,
201605,78725,Residential,2324400
201605,78726,Residential,13538600
201605,78726,Irrigation - Residential,9300
201605,78726,Multi-Family,12826200
201605,78726,Irrigation - Multi-Family,2836800
201605,78727,Residential,29980100
201605,78727,Multi-Family,20826400
201605,78727,Irrigation - Multi-Family,3576500
201605,78727,Irrigation - Residential,6500
201605,78728,Irrigation - Multi-Family,1147000
201605,78728,Irrigation - Residential,3000
201605,78728,Multi-Family,6945800
201605,78728,Residential,4603000
201605,78729,Irrigation - Residential,2800
201605,78729,Irrigation - Multi-Family,2157400
201605,78729,Residential,18792900
201605,78729,Multi-Family,22622100
201605,78730,Irrigation - Residential,74800
201605,78730,Irrigation - Multi-Family,1006900
201605,78730,Multi-Family,5063300
201605,78730,Residential,17206400
201605,78731,Residential,45009700
201605,78731,Irrigation - Multi-Family,707700
201605,78731,Irrigation - Residential,218200
201605,78731,Multi-Family,17693300
201605,78732,Residential,470000
201605,78733,Residential,34900
201605,78735,Irrigation - Multi-Family,2160600
201605,78735,Residential,14515100
201605,78735,Multi-Family,8671400
201605,78736,Residential,9807500
201605,78736,Irrigation - Multi-Family,428900
201605,78736,Irrigation - Residential,17700
201605,78736,Multi-Family,2165300
201605,78737,Irrigation - Residential,7200
201605,78737,Residential,5760000
201605,78738,Residential,1600
201605,78739,Irrigation - Multi-Family,3600
201605,78739,Residential,35685000
201605,78741,Residential,15891300
201605,78741,Irrigation - Residential,10200
201605,78741,Multi-Family,72687600
201605,78741,Irrigation - Multi-Family,2236200
201605,78742,Multi-Family,585500
201605,78742,Residential,514300
201605,78742,Irrigation - Multi-Family,97400
201605,78744,Irrigation - Residential,30700
201605,78744,Irrigation - Multi-Family,1217700
201605,78744,Multi-Family,27232700
201605,78744,Residential,43564400
201605,78745,Multi-Family,28944800
201605,78745,Irrigation - Multi-Family,2887100
201605,78745,Irrigation - Residential,25300
201605,78745,Residential,60210600
201605,78746,Residential,30475600
201605,78746,Irrigation - Multi-Family,640000
201605,78746,Irrigation - Residential,233600
201605,78746,Multi-Family,11367900
201605,78747,Irrigation - Residential,7800
201605,78747,Residential,20357600
201605,78747,Multi-Family,7046100
201605,78747,Irrigation - Multi-Family,422800
201605,78748,Residential,53797500
201605,78748,Multi-Family,19338400
201605,78748,Irrigation - Multi-Family,5721300
201605,78748,Irrigation - Residential,24900
201605,78749,Irrigation - Multi-Family,3230100
201605,78749,Residential,46406400
201605,78749,Irrigation - Residential,62600
201605,78749,Multi-Family,16342900
201605,78750,Irrigation - Residential,8300
201605,78750,Multi-Family,15311100
201605,78750,Irrigation - Multi-Family,740600
201605,78750,Residential,40114000
201605,78751,Residential,13397700
201605,78751,Irrigation - Multi-Family,507200
201605,78751,Irrigation - Residential,21500
201605,78751,Multi-Family,11054500
201605,78752,Irrigation - Multi-Family,40900
201605,78752,Multi-Family,15889200
201605,78752,Residential,11002700
201605,78753,Irrigation - Multi-Family,2920600
201605,78753,Irrigation - Residential,1700
201605,78753,Residential,35320300
201605,78753,Multi-Family,48553300
201605,78754,Irrigation - Residential,27500
201605,78754,Multi-Family,15028200
201605,78754,Residential,18366600
201605,78754,Irrigation - Multi-Family,2062200
201605,78756,Multi-Family,6483000
201605,78756,Irrigation - Residential,19600
201605,78756,Irrigation - Multi-Family,369200
201605,78756,Residential,9045000
201605,78757,Multi-Family,13399900
201605,78757,Residential,26559400
201605,78757,Irrigation - Residential,25400
201605,78757,Irrigation - Multi-Family,438900
201605,78758,Irrigation - Residential,15600
201605,78758,Multi-Family,51458700
201605,78758,Irrigation - Multi-Family,2663200
201605,78758,Residential,34981400
201605,78759,Residential,46912900
201605,78759,Irrigation - Multi-Family,750400
201605,78759,Irrigation - Residential,33200
201605,78759,Multi-Family,33975300
201606,78613,Multi-Family,2182100
201606,78613,Irrigation - Multi-Family,995100
201606,78617,Irrigation - Residential,6500
201606,78617,Residential,19705200
201606,78617,Multi-Family,4044000
201606,78652,Irrigation - Residential,57000
201606,78652,Residential,2203200
201606,78652,Multi-Family,16300
201606,78653,Multi-Family,140700
201606,78653,Residential,2500500
201606,78660,Multi-Family,4671400
201606,78660,Irrigation - Residential,30800
201606,78660,Irrigation - Multi-Family,641200
201606,78660,Residential,8694200
201606,78701,Irrigation - Residential,22100
201606,78701,Residential,855600
201606,78701,Irrigation - Multi-Family,742800
201606,78701,Multi-Family,14824300
201606,78702,Irrigation - Residential,20200
201606,78702,Multi-Family,11411000
201606,78702,Irrigation - Multi-Family,743300
201606,78702,Residential,24956200
201606,78703,Residential,45730800
201606,78703,Irrigation - Multi-Family,446500
201606,78703,Irrigation - Residential,710600
201606,78703,Multi-Family,14474800
201606,78704,Multi-Family,52994300
201606,78704,Irrigation - Multi-Family,2808700
201606,78704,Irrigation - Residential,146600
201606,78704,Residential,42430000
201606,78705,Irrigation - Residential,19700
201606,78705,Irrigation - Multi-Family,624300
201606,78705,Multi-Family,32407600
201606,78705,Residential,7682300
201606,78717,Irrigation - Multi-Family,5397400
201606,78717,Irrigation - Residential,23300
201606,78717,Residential,35476400
201606,78717,Multi-Family,11933300
201606,78719,Residential,1868700
201606,78719,Multi-Family,419900
201606,78721,Multi-Family,4607500
201606,78721,Irrigation - Multi-Family,197000
201606,78721,Irrigation - Residential,4200
201606,78721,Residential,14037900
201606,78722,Multi-Family,3193100
201606,78722,Residential,7615100
201606,78722,Irrigation - Multi-Family,72100
201606,78723,Irrigation - Multi-Family,247900
201606,78723,Irrigation - Residential,7200
201606,78723,Residential,32757600
201606,78723,Multi-Family,23641500
201606,78724,Residential,22191200
201606,78724,Multi-Family,11333100
201606,78724,Irrigation - Multi-Family,6500
201606,78724,Irrigation - Residential,19000
201606,78725,Irrigation - Residential,
201606,78725,Residential,2850200
201606,78725,Multi-Family,193700
201606,78726,Irrigation - Residential,26900
201606,78726,Irrigation - Multi-Family,3955700
201606,78726,Residential,17162800
201606,78726,Multi-Family,12904400
201606,78727,Irrigation - Multi-Family,4005200
201606,78727,Multi-Family,22804300
201606,78727,Residential,34139400
201606,78727,Irrigation - Residential,19200
201606,78728,Irrigation - Residential,4200
201606,78728,Irrigation - Multi-Family,1443700
201606,78728,Residential,5697100
201606,78728,Multi-Family,7430900
201606,78729,Irrigation - Residential,3600
201606,78729,Multi-Family,23720200
201606,78729,Irrigation - Multi-Family,3093000
201606,78729,Residential,21070300
201606,78730,Multi-Family,5331000
201606,78730,Residential,18879300
201606,78730,Irrigation - Multi-Family,1045000
201606,78730,Irrigation - Residential,86600
201606,78731,Irrigation - Residential,325500
201606,78731,Residential,48922000
201606,78731,Irrigation - Multi-Family,534300
201606,78731,Multi-Family,20080200
201606,78732,Residential,495900
201606,78733,Residential,37300
201606,78735,Multi-Family,9438300
201606,78735,Residential,16349600
201606,78735,Irrigation - Multi-Family,1593700
201606,78736,Irrigation - Residential,19700
201606,78736,Irrigation - Multi-Family,627500
201606,78736,Residential,10887500
201606,78736,Multi-Family,2838300
201606,78737,Irrigation - Residential,13600
201606,78737,Residential,5657200
201606,78738,Residential,1900
201606,78739,Residential,33691700
201606,78739,Irrigation - Multi-Family,51600
201606,78741,Multi-Family,78782000
201606,78741,Irrigation - Residential,10400
201606,78741,Irrigation - Multi-Family,1638400
201606,78741,Residential,16940900
201606,78742,Irrigation - Multi-Family,109900
201606,78742,Residential,515500
201606,78742,Multi-Family,631600
201606,78744,Multi-Family,29226700
201606,78744,Residential,46718000
201606,78744,Irrigation - Multi-Family,2070300
201606,78744,Irrigation - Residential,35000
201606,78745,Irrigation - Multi-Family,3107100
201606,78745,Residential,65585200
201606,78745,Multi-Family,31284900
201606,78745,Irrigation - Residential,25000
201606,78746,Irrigation - Multi-Family,669500
201606,78746,Residential,31599600
201606,78746,Irrigation - Residential,265300
201606,78746,Multi-Family,11933500
201606,78747,Irrigation - Residential,9900
201606,78747,Residential,22347900
201606,78747,Irrigation - Multi-Family,279900
201606,78747,Multi-Family,7549600
201606,78748,Irrigation - Residential,15600
201606,78748,Multi-Family,20477600
201606,78748,Residential,56669400
201606,78748,Irrigation - Multi-Family,4261000
201606,78749,Irrigation - Multi-Family,3280600
201606,78749,Irrigation - Residential,46000
201606,78749,Multi-Family,18848000
201606,78749,Residential,50582000
201606,78750,Multi-Family,15324500
201606,78750,Residential,55451200
201606,78750,Irrigation - Multi-Family,1617700
201606,78750,Irrigation - Residential,25700
201606,78751,Multi-Family,12654100
201606,78751,Irrigation - Residential,29700
201606,78751,Irrigation - Multi-Family,730800
201606,78751,Residential,14354500
201606,78752,Irrigation - Multi-Family,53700
201606,78752,Multi-Family,17602600
201606,78752,Residential,11290200
201606,78753,Residential,43045300
201606,78753,Irrigation - Multi-Family,4103300
201606,78753,Irrigation - Residential,2600
201606,78753,Multi-Family,54299900
201606,78754,Irrigation - Multi-Family,2870500
201606,78754,Irrigation - Residential,24100
201606,78754,Residential,22728000
201606,78754,Multi-Family,17708500
201606,78756,Multi-Family,7251400
201606,78756,Irrigation - Residential,18900
201606,78756,Irrigation - Multi-Family,386000
201606,78756,Residential,9631100
201606,78757,Residential,29588800
201606,78757,Multi-Family,14398300
201606,78757,Irrigation - Multi-Family,448500
201606,78757,Irrigation - Residential,31100
201606,78758,Irrigation - Multi-Family,3026200
201606,78758,Residential,41655800
201606,78758,Irrigation - Residential,34200
201606,78758,Multi-Family,58203600
201606,78759,Irrigation - Residential,68700
201606,78759,Multi-Family,34946400
201606,78759,Residential,64086100
201606,78759,Irrigation - Multi-Family,725700
201607,78613,Multi-Family,2403800
201607,78613,Irrigation - Multi-Family,3222500
201607,78617,Irrigation - Residential,6800
201607,78617,Residential,22537700
201607,78617,Multi-Family,4617000
201607,78652,Multi-Family,25700
201607,78652,Irrigation - Residential,43800
201607,78652,Residential,2948500
201607,78653,Multi-Family,280800
201607,78653,Residential,2992600
201607,78660,Irrigation - Multi-Family,1687000
201607,78660,Multi-Family,5001900
201607,78660,Irrigation - Residential,33000
201607,78660,Residential,10570200
201607,78701,Irrigation - Multi-Family,670600
201607,78701,Multi-Family,14373300
201607,78701,Irrigation - Residential,34600
201607,78701,Residential,1233800
201607,78702,Multi-Family,11120200
201607,78702,Irrigation - Residential,11400
201607,78702,Irrigation - Multi-Family,1119200
201607,78702,Residential,28521700
201607,78703,Irrigation - Residential,1829600
201607,78703,Residential,72539900
201607,78703,Irrigation - Multi-Family,1074300
201607,78703,Multi-Family,14882600
201607,78704,Irrigation - Multi-Family,4057100
201607,78704,Irrigation - Residential,345300
201607,78704,Residential,59735100
201607,78704,Multi-Family,54968200
201607,78705,Residential,10429100
201607,78705,Irrigation - Multi-Family,871700
201607,78705,Multi-Family,31488800
201607,78705,Irrigation - Residential,72400
201607,78717,Multi-Family,12390400
201607,78717,Irrigation - Multi-Family,11723600
201607,78717,Irrigation - Residential,78600
201607,78717,Residential,63232700
201607,78719,Residential,1737000
201607,78719,Multi-Family,433300
201607,78721,Irrigation - Residential,5300
201607,78721,Residential,15647200
201607,78721,Multi-Family,4900700
201607,78721,Irrigation - Multi-Family,173000
201607,78722,Multi-Family,3149600
201607,78722,Irrigation - Multi-Family,357000
201607,78722,Residential,10779400
201607,78723,Irrigation - Residential,7600
201607,78723,Irrigation - Multi-Family,269400
201607,78723,Residential,39800500
201607,78723,Multi-Family,24294900
201607,78724,Irrigation - Residential,35100
201607,78724,Irrigation - Multi-Family,371100
201607,78724,Residential,23464700
201607,78724,Multi-Family,12637100
201607,78725,Irrigation - Residential,
201607,78725,Residential,3467100
201607,78725,Multi-Family,257500
201607,78726,Irrigation - Multi-Family,5515100
201607,78726,Irrigation - Residential,75600
201607,78726,Multi-Family,13064000
201607,78726,Residential,24876500
201607,78727,Residential,53171200
201607,78727,Multi-Family,23085600
201607,78727,Irrigation - Multi-Family,6142300
201607,78727,Irrigation - Residential,46300
201607,78728,Residential,7606500
201607,78728,Multi-Family,8415100
201607,78728,Irrigation - Residential,5100
201607,78728,Irrigation - Multi-Family,1807100
201607,78729,Irrigation - Multi-Family,3997300
201607,78729,Multi-Family,22377900
201607,78729,Irrigation - Residential,5600
201607,78729,Residential,30131000
201607,78730,Irrigation - Multi-Family,1279000
201607,78730,Irrigation - Residential,213700
201607,78730,Multi-Family,5046400
201607,78730,Residential,37120900
201607,78731,Irrigation - Multi-Family,1162800
201607,78731,Irrigation - Residential,875800
201607,78731,Multi-Family,19124000
201607,78731,Residential,88931600
201607,78732,Residential,709900
201607,78733,Residential,55900
201607,78735,Irrigation - Multi-Family,3546700
201607,78735,Residential,33948200
201607,78735,Multi-Family,10700900
201607,78736,Residential,20597300
201607,78736,Multi-Family,3259600
201607,78736,Irrigation - Multi-Family,985600
201607,78736,Irrigation - Residential,16900
201607,78737,Irrigation - Residential,32400
201607,78737,Residential,13895100
201607,78738,Residential,29800
201607,78739,Residential,51836200
201607,78739,Irrigation - Multi-Family,24700
201607,78741,Irrigation - Residential,35100
201607,78741,Residential,20429700
201607,78741,Irrigation - Multi-Family,2976300
201607,78741,Multi-Family,77340800
201607,78742,Residential,678400
201607,78742,Irrigation - Multi-Family,138000
201607,78742,Multi-Family,753100
201607,78744,Residential,55373100
201607,78744,Irrigation - Multi-Family,3389700
201607,78744,Multi-Family,28944400
201607,78744,Irrigation - Residential,54000
201607,78745,Irrigation - Multi-Family,5603700
201607,78745,Irrigation - Residential,102800
201607,78745,Residential,89541300
201607,78745,Multi-Family,31598800
201607,78746,Irrigation - Residential,686800
201607,78746,Multi-Family,14311600
201607,78746,Irrigation - Multi-Family,999000
201607,78746,Residential,70014800
201607,78747,Irrigation - Residential,11600
201607,78747,Multi-Family,8309200
201607,78747,Residential,31580700
201607,78747,Irrigation - Multi-Family,971500
201607,78748,Irrigation - Residential,22200
201607,78748,Irrigation - Multi-Family,8390400
201607,78748,Multi-Family,21254400
201607,78748,Residential,82934600
201607,78749,Residential,94241500
201607,78749,Multi-Family,18119100
201607,78749,Irrigation - Residential,47000
201607,78749,Irrigation - Multi-Family,8453800
201607,78750,Irrigation - Residential,113100
201607,78750,Residential,81590100
201607,78750,Multi-Family,17010000
201607,78750,Irrigation - Multi-Family,2387500
201607,78751,Irrigation - Multi-Family,1038200
201607,78751,Residential,17130000
201607,78751,Multi-Family,11806900
201607,78751,Irrigation - Residential,85500
201607,78752,Irrigation - Multi-Family,91400
201607,78752,Multi-Family,17213900
201607,78752,Residential,13915500
201607,78753,Irrigation - Multi-Family,6722800
201607,78753,Multi-Family,51666800
201607,78753,Residential,53047400
201607,78753,Irrigation - Residential,6500
201607,78754,Irrigation - Residential,31700
201607,78754,Multi-Family,16513700
201607,78754,Irrigation - Multi-Family,3991400
201607,78754,Residential,29710000
201607,78756,Irrigation - Multi-Family,462300
201607,78756,Residential,14544700
201607,78756,Multi-Family,7155100
201607,78756,Irrigation - Residential,51900
201607,78757,Irrigation - Multi-Family,799600
201607,78757,Residential,41919300
201607,78757,Irrigation - Residential,49900
201607,78757,Multi-Family,13992900
201607,78758,Multi-Family,55095300
201607,78758,Irrigation - Multi-Family,5599600
201607,78758,Irrigation - Residential,48800
201607,78758,Residential,49463400
201607,78759,Irrigation - Residential,156100
201607,78759,Irrigation - Multi-Family,1229500
201607,78759,Residential,98076700
201607,78759,Multi-Family,36437400
201608,78613,Irrigation - Multi-Family,2323200
201608,78613,Multi-Family,2461000
201608,78617,Irrigation - Residential,3900
201608,78617,Residential,20938700
201608,78617,Multi-Family,4554000
201608,78652,Multi-Family,35500
201608,78652,Residential,3287400
201608,78652,Irrigation - Residential,59700
201608,78653,Residential,2553600
201608,78653,Multi-Family,509900
201608,78660,Irrigation - Residential,23100
201608,78660,Residential,10299500
201608,78660,Multi-Family,4770800
201608,78660,Irrigation - Multi-Family,1666300
201608,78701,Residential,1258500
201608,78701,Irrigation - Residential,39700
201608,78701,Multi-Family,14715300
201608,78701,Irrigation - Multi-Family,938100
201608,78702,Multi-Family,11161900
201608,78702,Irrigation - Residential,13500
201608,78702,Irrigation - Multi-Family,1461100
201608,78702,Residential,27648900
201608,78703,Residential,74588900
201608,78703,Multi-Family,15213900
201608,78703,Irrigation - Multi-Family,1944000
201608,78703,Irrigation - Residential,2118800
201608,78704,Multi-Family,55870400
201608,78704,Residential,60704900
201608,78704,Irrigation - Multi-Family,6169200
201608,78704,Irrigation - Residential,364800
201608,78705,Residential,11755700
201608,78705,Irrigation - Multi-Family,1123700
201608,78705,Multi-Family,31443900
201608,78705,Irrigation - Residential,143700
201608,78717,Irrigation - Multi-Family,10463400
201608,78717,Multi-Family,12541600
201608,78717,Irrigation - Residential,51900
201608,78717,Residential,50383600
201608,78719,Residential,1932500
201608,78719,Multi-Family,452500
201608,78721,Irrigation - Residential,6600
201608,78721,Residential,14767900
201608,78721,Irrigation - Multi-Family,329000
201608,78721,Multi-Family,4783700
201608,78722,Residential,11931100
201608,78722,Irrigation - Multi-Family,273600
201608,78722,Multi-Family,3145300
201608,78723,Multi-Family,24345000
201608,78723,Residential,40647400
201608,78723,Irrigation - Multi-Family,330300
201608,78723,Irrigation - Residential,2300
201608,78724,Irrigation - Residential,35300
201608,78724,Multi-Family,12788900
201608,78724,Irrigation - Multi-Family,436900
201608,78724,Residential,22505000
201608,78725,Multi-Family,233500
201608,78725,Irrigation - Residential,
201608,78725,Residential,3950300
201608,78726,Irrigation - Multi-Family,4675600
201608,78726,Irrigation - Residential,82200
201608,78726,Multi-Family,12860500
201608,78726,Residential,28243200
201608,78727,Irrigation - Multi-Family,8664000
201608,78727,Multi-Family,23228500
201608,78727,Irrigation - Residential,25600
201608,78727,Residential,55316300
201608,78728,Irrigation - Multi-Family,2312400
201608,78728,Multi-Family,9190400
201608,78728,Residential,6836200
201608,78728,Irrigation - Residential,4600
201608,78729,Irrigation - Residential,6200
201608,78729,Residential,30565700
201608,78729,Irrigation - Multi-Family,6077300
201608,78729,Multi-Family,26135200
201608,78730,Multi-Family,5495500
201608,78730,Irrigation - Multi-Family,1463300
201608,78730,Irrigation - Residential,223400
201608,78730,Residential,41750200
201608,78731,Irrigation - Multi-Family,1469400
201608,78731,Residential,95372400
201608,78731,Irrigation - Residential,854500
201608,78731,Multi-Family,20450800
201608,78732,Residential,1080700
201608,78733,Residential,70900
201608,78735,Multi-Family,10716400
201608,78735,Residential,34484200
201608,78735,Irrigation - Multi-Family,5362900
201608,78736,Residential,22229200
201608,78736,Irrigation - Multi-Family,1577600
201608,78736,Irrigation - Residential,30100
201608,78736,Multi-Family,2722100
201608,78737,Residential,13202200
201608,78737,Irrigation - Residential,27800
201608,78738,Residential,100
201608,78739,Irrigation - Multi-Family,187600
201608,78739,Residential,79620300
201608,78741,Irrigation - Multi-Family,4124000
201608,78741,Residential,20070900
201608,78741,Irrigation - Residential,42100
201608,78741,Multi-Family,76532400
201608,78742,Multi-Family,669700
201608,78742,Irrigation - Multi-Family,86300
201608,78742,Residential,716100
201608,78744,Irrigation - Residential,61300
201608,78744,Irrigation - Multi-Family,3908100
201608,78744,Multi-Family,28827300
201608,78744,Residential,53862200
201608,78745,Irrigation - Residential,112800
201608,78745,Multi-Family,32171300
201608,78745,Irrigation - Multi-Family,6914300
201608,78745,Residential,89270000
201608,78746,Irrigation - Multi-Family,1412200
201608,78746,Multi-Family,14221900
201608,78746,Irrigation - Residential,861800
201608,78746,Residential,69760300
201608,78747,Irrigation - Residential,300
201608,78747,Multi-Family,7376200
201608,78747,Irrigation - Multi-Family,1293800
201608,78747,Residential,32947400
201608,78748,Irrigation - Multi-Family,12109000
201608,78748,Irrigation - Residential,17300
201608,78748,Residential,88685500
201608,78748,Multi-Family,23581500
201608,78749,Multi-Family,18432400
201608,78749,Residential,93926700
201608,78749,Irrigation - Residential,64400
201608,78749,Irrigation - Multi-Family,8994900
201608,78750,Residential,70056400
201608,78750,Irrigation - Residential,89400
201608,78750,Irrigation - Multi-Family,3330700
201608,78750,Multi-Family,16783700
201608,78751,Irrigation - Residential,151200
201608,78751,Residential,18551400
201608,78751,Irrigation - Multi-Family,842900
201608,78751,Multi-Family,11858500
201608,78752,Irrigation - Multi-Family,92100
201608,78752,Multi-Family,17041600
201608,78752,Residential,14282900
201608,78753,Irrigation - Multi-Family,6403200
201608,78753,Multi-Family,51762300
201608,78753,Irrigation - Residential,17000
201608,78753,Residential,48233400
201608,78754,Residential,27054600
201608,78754,Irrigation - Residential,31800
201608,78754,Irrigation - Multi-Family,3877400
201608,78754,Multi-Family,18172300
201608,78756,Irrigation - Multi-Family,578000
201608,78756,Multi-Family,7452700
201608,78756,Residential,16846500
201608,78756,Irrigation - Residential,106300
201608,78757,Irrigation - Residential,60400
201608,78757,Multi-Family,15673600
201608,78757,Irrigation - Multi-Family,1184600
201608,78757,Residential,46338800
201608,78758,Irrigation - Multi-Family,7614900
201608,78758,Irrigation - Residential,45400
201608,78758,Multi-Family,57402600
201608,78758,Residential,48390100
201608,78759,Residential,87511000
201608,78759,Irrigation - Residential,139000
201608,78759,Multi-Family,38232700
201608,78759,Irrigation - Multi-Family,1447500
201609,78613,Irrigation - Multi-Family,2384900
201609,78613,Multi-Family,2615200
201609,78617,Multi-Family,4185200
201609,78617,Irrigation - Residential,5300
201609,78617,Residential,20587200
201609,78652,Residential,2777100
201609,78652,Multi-Family,38600
201609,78652,Irrigation - Residential,99300
201609,78653,Multi-Family,279600
201609,78653,Residential,2620200
201609,78660,Residential,9003400
201609,78660,Irrigation - Multi-Family,709300
201609,78660,Irrigation - Residential,18900
201609,78660,Multi-Family,4727600
201609,78701,Residential,1133200
201609,78701,Multi-Family,15475100
201609,78701,Irrigation - Residential,40000
201609,78701,Irrigation - Multi-Family,1234900
201609,78702,Multi-Family,11671500
201609,78702,Irrigation - Residential,16600
201609,78702,Residential,26109100
201609,78702,Irrigation - Multi-Family,1379000
201609,78703,Irrigation - Multi-Family,1728000
201609,78703,Irrigation - Residential,1507200
201609,78703,Residential,62974000
201609,78703,Multi-Family,16076800
201609,78704,Irrigation - Residential,261500
201609,78704,Multi-Family,56714900
201609,78704,Residential,48977600
201609,78704,Irrigation - Multi-Family,4830500
201609,78705,Irrigation - Residential,97700
201609,78705,Irrigation - Multi-Family,1169800
201609,78705,Residential,10858900
201609,78705,Multi-Family,39017300
201609,78717,Irrigation - Residential,29000
201609,78717,Irrigation - Multi-Family,7274200
201609,78717,Multi-Family,12188600
201609,78717,Residential,42177900
201609,78719,Multi-Family,415000
201609,78719,Residential,1592400
201609,78721,Irrigation - Residential,5100
201609,78721,Irrigation - Multi-Family,170700
201609,78721,Multi-Family,4793500
201609,78721,Residential,13745800
201609,78722,Multi-Family,3373000
201609,78722,Irrigation - Multi-Family,281600
201609,78722,Irrigation - Residential,3300
201609,78722,Residential,9093500
201609,78723,Multi-Family,24469400
201609,78723,Irrigation - Multi-Family,363300
201609,78723,Residential,35848600
201609,78724,Residential,21619000
201609,78724,Irrigation - Residential,17800
201609,78724,Multi-Family,12540400
201609,78724,Irrigation - Multi-Family,230400
201609,78725,Irrigation - Residential,
201609,78725,Multi-Family,186800
201609,78725,Residential,3300300
201609,78726,Irrigation - Residential,81200
201609,78726,Multi-Family,14129900
201609,78726,Irrigation - Multi-Family,4585900
201609,78726,Residential,23145400
201609,78727,Irrigation - Multi-Family,7311200
201609,78727,Irrigation - Residential,33100
201609,78727,Multi-Family,24318000
201609,78727,Residential,42501400
201609,78728,Multi-Family,6850700
201609,78728,Irrigation - Multi-Family,1798400
201609,78728,Residential,6003800
201609,78728,Irrigation - Residential,5400
201609,78729,Irrigation - Multi-Family,5562500
201609,78729,Residential,24605200
201609,78729,Multi-Family,24175400
201609,78729,Irrigation - Residential,5100
201609,78730,Residential,30141500
201609,78730,Irrigation - Multi-Family,1025500
201609,78730,Multi-Family,5084400
201609,78730,Irrigation - Residential,270900
201609,78731,Multi-Family,21040600
201609,78731,Irrigation - Residential,686300
201609,78731,Irrigation - Multi-Family,1190300
201609,78731,Residential,70060700
201609,78732,Residential,753200
201609,78733,Residential,71100
201609,78735,Irrigation - Multi-Family,4744700
201609,78735,Residential,21056200
201609,78735,Multi-Family,9873400
201609,78736,Multi-Family,2199500
201609,78736,Irrigation - Residential,19900
201609,78736,Residential,13844500
201609,78736,Irrigation - Multi-Family,871700
201609,78737,Irrigation - Residential,16500
201609,78737,Residential,7259000
201609,78738,Residential,100
201609,78739,Residential,55770200
201609,78739,Irrigation - Multi-Family,13800
201609,78741,Irrigation - Residential,27600
201609,78741,Irrigation - Multi-Family,3175500
201609,78741,Multi-Family,82201900
201609,78741,Residential,19806400
201609,78742,Multi-Family,683200
201609,78742,Irrigation - Multi-Family,116800
201609,78742,Residential,625300
201609,78744,Irrigation - Multi-Family,3735200
201609,78744,Residential,50888300
201609,78744,Multi-Family,34400600
201609,78744,Irrigation - Residential,73100
201609,78745,Residential,73286800
201609,78745,Irrigation - Multi-Family,4813800
201609,78745,Multi-Family,34004700
201609,78745,Irrigation - Residential,71800
201609,78746,Irrigation - Residential,481000
201609,78746,Irrigation - Multi-Family,1241000
201609,78746,Multi-Family,13755400
201609,78746,Residential,47662500
201609,78747,Residential,26810400
201609,78747,Irrigation - Residential,2100
201609,78747,Irrigation - Multi-Family,1028200
201609,78747,Multi-Family,7586400
201609,78748,Irrigation - Multi-Family,9666500
201609,78748,Multi-Family,23910000
201609,78748,Residential,68267800
201609,78748,Irrigation - Residential,19600
201609,78749,Irrigation - Residential,46800
201609,78749,Residential,65093500
201609,78749,Multi-Family,19490300
201609,78749,Irrigation - Multi-Family,6188600
201609,78750,Irrigation - Residential,27400
